movieId_Old,title,genres,release_year,description,directors,country,duration,image,video_id,subscription_required,tags,check,url,movieId
50,"Usual Suspects, The","Crime, Mystery, Thriller",1995,"Following a truck hijack in New York, five criminals are arrested and brought together for questioning. As none of them are guilty, they plan a revenge operation against the police. The operation goes well, but then the influence of a legendary mastermind criminal called Keyser Söze is felt. It becomes clear that each one of them has wronged Söze at some point and must pay back now. The payback job leaves 27 men dead in a boat explosion, but the real question arises now: Who actually is Keyser Söze?",Bryan Singer,"Germany, United States",106,movie_images/Movie49 The Usual Suspects.jpg,oiXdPolca5w,0,tv series,TRUE,https://www.youtube.com/watch?v=oiXdPolca5w,47
52,Mighty Aphrodite,"Comedy, Drama, Romance",1995,"Lenny and Amanda have an adopted son Max who turns out to be brilliant. Lenny becomes obsessed with finding Max's biological parents because he believes that they too must be brilliant. When he finds that Linda Ash is Max' real mother, Lenny is disappointed. Linda is a prostitute and porn star. On top of that, she is quite possibly the dumbest person Lenny has ever met. Interwoven is a Greek chorus linking the story with the story of Oedipus.",Woody Allen,United States,95,movie_images/Movie50 Mighty Aphrodite.jpg,6hsIc9reo7k,1,new movies,TRUE,https://www.youtube.com/watch?v=6hsIc9reo7k,48
53,Lamerica,"Adventure, Drama",1994,"Two Italian racketeers come to Albania just after the fall of the communists to set up a fictive firm and pocket the grants. They need a stooge. They choose an old one in a jail : Spiro. But the youngest italian, Gino, once alone with Spiro, encounter a few problems. Far from his roots, loosing his identity in deep Albania, he begins to change...",Gianni Amelio,"Italy, France, Switzerland, Austria",116,movie_images/Movie51 Lamerica.jpg,XwsP_CjWUT0,0,most popular,TRUE,https://www.youtube.com/watch?v=XwsP_CjWUT0,49
54,"Big Green, The","Children, Comedy",1995,"An underdog sports team of misfit kids learns to play a new sport and become champions while building self-esteem, making friends, and solving a variety of dramatic family crises through the able assistance of a foreign exchange teacher and former local sports hero as coaches.",Holly Goldberg Sloan,United States,100,movie_images/Movie52 The Big Green.jpg,uBOsdyx6V6M,0,most popular,TRUE,https://www.youtube.com/watch?v=uBOsdyx6V6M,50
55,Georgia,Drama,1995,"Sadie is desperately looking up to her older sister Georgia who is a famous C&W artist. Sadie wants to be a famous artist like her sister, but is always doing everything wrong. Her desperate need to be accepted by her sister is constantly complicated by her drug and alcohol problems. Georgia lives a very ordered life with husband, house and children, and Sadie does everything to get her attention.",Ulu Grosbard,"France, United States",115,movie_images/Movie53 Georgia.jpg,OKj4rB2zWv4,0,new movies,TRUE,https://www.youtube.com/watch?v=OKj4rB2zWv4,51
57,Home for the Holidays,Drama,1995,"After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics.",Jodie Foster,United States,103,movie_images/Movie54 Home for the Holidays.jpg,vEguAZ0RqnQ,0,tv series,TRUE,https://www.youtube.com/watch?v=vEguAZ0RqnQ,52
58,"Postman, The (Postino, Il)","Comedy, Drama, Romance",1994,"Pablo Neruda, the famous Chilean poet, is exiled to a small island for political reasons. On the island, the unemployed son of a poor fisherman is hired as an extra postman due to the huge increase in mail that this causes. Il Postino is to hand-deliver the celebrity's mail to him. Though poorly educated, the postman learns to love poetry and eventually befriends Neruda. Struggling to grow and express himself more fully, he suddenly falls in love and needs Neruda's help and guidance more than ever.","Michael Radford, Massimo Troisi","Italy, France, Belgium",108,movie_images/Movie55 The Postman.jpg,SgbbmwHpoAA,0,new movies,TRUE,https://www.youtube.com/watch?v=SgbbmwHpoAA,53
59,"Confessional, The Confessionnal, Le","Drama, Mystery",1995,"The year is 1952, in Québec City, Québec. Rachel (Suzanne Clément), sixteen, unmarried, and pregnant, works in the church. Filled with shame, she unburdens her guilt to a young Priest under the confidentiality of the confessional. In the present year of 1994, Pierre Lamontagne (Lothaire Bluteau) has returned to Québec to attend his father's funeral. He meets up with his adopted brother, Marc (Patrick Goyette), who has begun questioning his identity and has embarked on a quest for his roots that would lead them to the Québec of the 1950s. Past and present converge in a complex web of intrinque where the answer to the mystery lies.",Robert Lepage,"Canada, United Kingdom, France",100,movie_images/Movie56 The Confessional.jpg,g8POHCDt6TE,0,most popular,TRUE,https://www.youtube.com/watch?v=g8POHCDt6TE,54
60,"Indian in the Cupboard, The","Adventure, Children, Fantasy",1995,"Omri, a young boy growing up in Brooklyn, receives an odd variety of presents for his birthday: a wooden cupboard from his older brother, a set of antique keys from his mother, Jane, and a plastic Indian from his best friend, Patrick. Putting them all together, Omri locks the Indian in the cupboard, only to be awoken by a strange sound in the middle of the night. He opens the cupboard to discover that the Indian has come to life; it seems that he's called Little Bear (Litefoot), and he claims to have learned English from settlers in 1761. Omri hides this remarkable discovery from Jane but shares it with Patrick as an experiment. Patrick locks a plastic cowboy in the cupboard, and soon Little Bear has a companion named Boone, though predictably, they don't get along well at first. Omri comes to the realizations that his living and breathing playthings are also people with lives of their own, and he begins to wonder how much control he should really have over their lives.",Frank Oz,United States,96,movie_images/Movie57 The Indian in the Cupboard.jpg,H6AEYBcwsR8,0,most popular,TRUE,https://www.youtube.com/watch?v=H6AEYBcwsR8,55
61,Eye for an Eye,"Drama, Thriller",1996,"Karen McCann's eldest daughter is raped and murdered whilst on the phone with her. When the case against Robert Doob, the perpetrator, is dismissed because of a technicality, she starts following him and sees how he checks out his next victim, a woman he delivers groceries to. She tells the police, but is only warned she must stop following Doob. When she tries to warn the woman, she is shooed out of the house. Doob, having found out that Karen is following him, threatens to do something to her youngest daughter. She then seeks help from a group of vigilantes connected to a support group, in order to shoot Doob. However, a friend from the support group turns out to be an FBI agent investigating the very vigilante activity Karen is involved in and warns her that she will go to jail for the rest of her life unless it is self-defense. In the meantime, tension grows between Karen and her husband Mack, because he finds out she has secretly been taking self-defense classes and has been learning how to use a gun. When Doob makes another victim and is again released for lack of evidence, she finds a way to lure him into her house and kill him in self-defense.",John Schlesinger,United States,101,movie_images/Movie58 Eye for an Eye.jpg,WJjRn_GH9R8,0,tv series,TRUE,https://www.youtube.com/watch?v=WJjRn_GH9R8,56
62,Mr. Holland's Opus,Drama,1995,"Glenn Holland is a musician and composer who takes a teaching job to pay the rent while, in his 'spare time', he can strive to achieve his true goal - compose one memorable piece of music to leave his mark on the world. As Holland discovers 'Life is what happens to you while you're busy making other plans' and as the years unfold the joy of sharing his contagious passion for music with his students becomes his new definition of success.",Stephen Herek,United States,144,movie_images/Movie59 Mr. Holland's Opus.jpg,jPt_INy_CtM,0,most popular,TRUE,https://www.youtube.com/watch?v=jPt_INy_CtM,57
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"Comedy, Crime",1996,"""Don't Be a Menace to South Central While Drinking your Juice in the Hood"" is a parody of several U.S. films about being in the 'Hood', for instance ""Boyz n the Hood"", ""South Central"", ""Menace II Society"", ""Higher Learning"" and ""Juice"". We follow Ashtray as he returns to the place he grew up in and meet his father and his basket-case friends. Crazy stuff happens. For example, Ashtray is older than his father and his best friend Loc Dog's grandmother is a trigger-happy old lady who blames her eccentric-looking kid for not being tough enough.",Paris Barclay,United States,89,movie_images/Movie60 Don't Be a Menace to South Central While Drinking Your Juice in the Hood.jpg,JAAhQwcJ20U,0,most popular,TRUE,https://www.youtube.com/watch?v=JAAhQwcJ20U,58
64,Two if by Sea,"Comedy, Romance",1996,"Frank O'Brien, a petty thief, and his girlfriend of 7 years named Roz want to end their unsteady lifestyle with one last job, stealing a painting. Frank takes Roz to an island off the coast of New England where he wants to sell the painting and revive their relationship as well. Nothing goes as planned as thugs and the FBI try to recover the painting and Roz gets attracted not only to the landscape.",Bill Bennett,United States,96,movie_images/Movie61 Two If by Sea.jpg,cN2omT-8oRs,0,most popular,TRUE,https://www.youtube.com/watch?v=cN2omT-8oRs,59
65,Bio-Dome,Comedy,1996,"Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves. The two must then learn how to protect the Earth and help the scientists complete their mission.",Jason Bloom,United States,88,movie_images/Movie62 Bio-Dome.jpg,4xD1ujNkZXs,0,most popular,TRUE,https://www.youtube.com/watch?v=4xD1ujNkZXs,60
68,French Twist (Gazon maudit),"Comedy, Romance",1995,"Undoubtedly, the smug real estate agent, family man, and father of one, Laurent, is a shameless philanderer. Under the nose of his beautiful but unhappy wife, Loli, the incurable womaniser never misses an opportunity to cheat on her, until one day, the cigarillo-smoking and very lesbian plumber, Marijo, sets foot in their house. Now, the stage looks set for the perfect revenge, and nothing can stand in the way of a woman scorned. Can Loli and Laurent survive the complications of having a stranger in their bedroom?",Josiane Balasko,France,104,movie_images/Movie64 French Twist.jpg,Akl9iZQAUYs,0,most popular,TRUE,https://www.youtube.com/watch?v=Akl9iZQAUYs,61
